z,Surv,z1,Repr,Sex,Recr,Rcsz,yr
2.7992924073058947,0,,,,,,2
2.2261302454261127,0,,,,,,2
2.1608778575408585,0,,,,,,2
2.612188401906485,1,2.6923934341036735,1.0,1.0,1.0,2.343031851260941,2
2.5327469158012748,1,2.781301202694513,0.0,,,,2
2.002208261318149,0,,,,,,2
2.517867812722106,1,2.884530198356547,1.0,1.0,0.0,,2
2.568736160444535,0,,,,,,2
2.281274648424824,0,,,,,,2
2.2449451377139544,0,,,,,,2
2.2954491377389576,1,2.6197494102402703,0.0,,,,2
2.275972773367112,0,,,,,,2
2.2753947857422125,0,,,,,,2
2.3079683996478635,0,,,,,,2
2.228198829629843,0,,,,,,2
2.314389751878248,0,,,,,,2
2.6928355771251176,0,,,,,,2
2.9041764768096234,1,3.0413454169428737,1.0,1.0,1.0,2.3732822690192736,2
2.920842067536069,1,2.917121943845445,1.0,0.0,,,2
2.900313560997199,1,3.021978832760818,0.0,,,,2
2.7745895751404124,1,2.9873022459601315,1.0,1.0,1.0,2.475450984246221,2
2.767923040203152,1,3.0163762354258887,1.0,0.0,,,2
2.768447340149505,1,2.9757594238327267,0.0,,,,2
2.7954612161189427,1,3.105503647563378,0.0,,,,2
2.930247623988282,1,3.0725586737865838,0.0,,,,2
2.9761730467570864,1,3.101208134328313,1.0,0.0,,,2
2.920006848378626,1,3.0873575908786846,1.0,1.0,1.0,2.447844421054397,2
2.873202483890445,1,2.932086342807229,1.0,1.0,1.0,2.5250405914570835,2
2.7654454622327367,0,,,,,,2
2.9093373893563874,1,3.163386905568167,1.0,0.0,,,2
3.0376256392653636,1,3.069113397508657,1.0,1.0,1.0,2.434005184020043,2
3.0607730814090517,1,3.1039862065472517,1.0,0.0,,,2
2.9956372215172875,1,3.0027819142116075,1.0,0.0,,,2
2.847693714867774,0,,,,,,2
2.7857151821198376,0,,,,,,2
2.7316894591471352,0,,,,,,2
2.8971306511371977,0,,,,,,2
2.64898269000131,1,2.884225587940435,0.0,,,,2
2.767932921313949,0,,,,,,2
2.842932416573885,0,,,,,,2
3.0405955577402444,0,,,,,,2
2.913177699387951,1,3.074648121893335,1.0,0.0,,,2
2.7004570401748325,1,2.7444351188304568,0.0,,,,2
2.8834004231267407,1,2.9442517293909476,0.0,,,,2
2.7773627552984586,1,2.9288493150047055,1.0,1.0,0.0,,2
2.758550599654126,0,,,,,,2
3.058785745138403,1,3.1719580807310326,1.0,1.0,1.0,2.4761485154083314,2
2.9112335301497767,1,3.250218182474421,0.0,,,,2
2.987367907486294,0,,,,,,2
3.1148562004294074,1,3.1966329131215576,0.0,,,,2
2.8265326378849176,1,3.0402461278471598,1.0,0.0,,,2
2.9988002872506074,1,2.9724184158050937,1.0,0.0,,,2
3.0776864946538454,0,,,,,,2
2.8327471869973877,1,3.059781448424026,0.0,,,,2
2.776761142861699,1,2.9946123807592278,1.0,0.0,,,2
2.964163745571713,1,3.194504251149776,1.0,1.0,0.0,,2
3.0489745491571125,1,3.013253558000759,0.0,,,,2
2.909959169781534,1,3.0804401708030777,1.0,1.0,1.0,2.1695762087690382,2
2.9390878294587126,1,2.970336637292351,0.0,,,,2
2.9444131024083067,1,3.05618152883759,1.0,1.0,1.0,2.485905082904754,2
2.940543497321668,0,,,,,,2
2.810964893958608,0,,,,,,2
2.8483895320488566,1,2.890398198713564,1.0,0.0,,,2
3.064028572699582,1,3.141212579609561,0.0,,,,2
3.062820251398692,1,3.1809826054929986,0.0,,,,2
3.0417168873160603,1,3.178971398408625,1.0,1.0,1.0,2.4210991382140437,2
2.940031438970337,1,3.0845905658353594,0.0,,,,2
2.8357319673797754,1,2.8776923802965007,0.0,,,,2
2.823961437107085,1,2.9964118370031145,0.0,,,,2
2.914227228883291,1,2.9159864721687767,0.0,,,,2
2.8604998565292847,1,2.96753134599206,1.0,1.0,1.0,2.381531192390975,2
2.889978302364413,0,,,,,,2
2.7720663939447254,1,3.0129795214651263,1.0,0.0,,,2
2.9038190539707798,0,,,,,,2
2.65744337374785,0,,,,,,2
2.8136220758618844,1,3.112896010661533,0.0,,,,2
2.8883350559624446,1,2.9051904538354925,0.0,,,,2
3.042843612079206,1,3.2492440217556298,0.0,,,,2
2.9675937621946633,0,,,,,,2
3.1272196598329485,1,3.223221750142572,1.0,0.0,,,2
3.054980241113263,0,,,,,,2
2.8313499255331753,0,,,,,,2
2.9028428454673674,0,,,,,,2
2.87184762083722,1,3.0211356515438297,1.0,1.0,1.0,2.5193663242220623,2
2.8612189110936255,1,2.961497711129372,1.0,0.0,,,2
2.5930720374215097,1,2.9621625451747744,1.0,1.0,1.0,2.1518778159216327,2
2.972559442189377,1,3.116194213464846,1.0,0.0,,,2
2.691644409538113,1,2.905012913775116,1.0,0.0,,,2
2.8938765030554165,1,2.9135798749530544,1.0,0.0,,,2
2.9866259991259696,1,3.0044697965696128,0.0,,,,2
2.8898873586986995,1,2.981254154990967,0.0,,,,2
2.9124602372179265,1,3.059353708597729,1.0,0.0,,,2
2.936561136694746,1,3.1435369181933632,1.0,0.0,,,2
3.0253592842365578,0,,,,,,2
2.9562058647987417,1,2.9347781690150043,1.0,0.0,,,2
2.5195505672549654,0,,,,,,2
2.9277685984511206,1,3.0521795775331237,1.0,0.0,,,2
2.8831473347922882,0,,,,,,2
2.9873309862411905,0,,,,,,2
2.927071403658818,1,2.9336760373164723,1.0,1.0,1.0,2.53510008844379,2
3.008764397624636,1,2.9399598185382545,1.0,1.0,0.0,,2
2.8122003964035587,1,2.9285462038837236,0.0,,,,2
2.8704899394344485,1,2.9999637200258666,0.0,,,,2
2.6980364245298145,1,2.939761399767971,1.0,0.0,,,2
2.9966697659137025,0,,,,,,2
2.9980225809552388,1,3.1557447466291606,1.0,0.0,,,2
2.9125222763978047,0,,,,,,2
3.170724153631131,1,3.1083262507197595,1.0,0.0,,,2
2.9632855359610373,1,2.9074321850070493,1.0,1.0,1.0,2.542806021262702,2
3.0452638322770134,1,3.0963685909547856,1.0,0.0,,,2
2.8778330520007276,1,3.0225595182836513,0.0,,,,2
2.8409908086232303,1,3.000212147736328,1.0,1.0,1.0,2.583760293927124,2
2.8653787721167525,1,2.9374387821811445,0.0,,,,2
2.7208733701002905,1,2.950594568698539,1.0,1.0,1.0,2.2842286872311166,2
2.9556518703823746,1,2.9525208679847936,1.0,0.0,,,2
2.914407962035708,1,2.9803592373446923,1.0,1.0,1.0,2.2829497151689395,2
2.935576843868426,1,3.1698593922046197,1.0,0.0,,,2
2.946288154919182,1,3.0448986129885625,0.0,,,,2
2.7233626239017426,1,2.947028989213753,0.0,,,,2
2.8064401274460136,1,3.0635714341383995,1.0,1.0,1.0,2.2230983268222206,2
